dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
chi_square-separated-n5000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,128,42,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,478,70,1,1,19.765982684002665,0.7012326520016359
chi_square-separated-n10000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,2,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,18,12,2,1,1,21.09674019399972,1.3535401459994318
chi_square-separated-n10000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,10,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,4,39,19,1,1,20.97895036600312,1.4312962490002974
chi_square-separated-n10000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,32,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,130,100,1,1,21.17271313799938,1.421114483000565
chi_square-separated-n10000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,64,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,450,100,1,1,20.743387948998134,1.493568787002005
chi_square-separated-n10000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,128,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,1013,100,2,2,21.14721072000248,1.4541372200001206
chi_square-separated-n25000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,2,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,22,13,13,1,1,24.452356218000205,3.570635214000504
chi_square-separated-n25000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,10,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,4,70,24,1,1,24.76869613799863,3.51881156500167
chi_square-separated-n25000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,32,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,299,158,1,1,24.791630061001342,3.56908543100144
chi_square-separated-n25000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,64,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,1124,158,1,1,25.2173252979992,3.5862452059991483
