dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
von_mises-separated-n10000-d64-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,428,100,1,1,0.9988077980015078,1.0994454270003189
gumbel-separated-n1000-d2-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,1000,2,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,10,8,5,1,1,0.16782567400150583,0.10790962499959278
gumbel-separated-n1000-d10-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,5,16,3,1,1,0.1449123279999185,0.11326766400088673
gumbel-separated-n1000-d32-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,2,15,8,1,1,0.14553756899840664,0.11111064199940301
gumbel-separated-n1000-d64-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,1,27,17,1,1,0.14312475499900756,0.12197734999790555
gumbel-separated-n5000-d2-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,5000,2,42.0,False,2,50,49,False,0.0,4,2499,833,250000,0,70,13,14,6,1,1,0.38536664200000814,0.5326900979998754
gumbel-separated-n5000-d10-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,3,28,19,1,1,0.42180419899887056,0.6484389639990695
gumbel-separated-n5000-d32-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,1,117,2,1,1,0.40460703300050227,0.6527920920016186
gumbel-separated-n5000-d64-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,180,70,1,1,0.39928048100046,0.5989547210010642
gumbel-separated-n10000-d2-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,5,3334,1666,500000,0,100,13,20,16,1,1,0.7890135919988097,1.0818274789999123
